,stance,issue
250,0.44640899241695775,2
408,0.3123342009201083,4
355,0.33606122205416966,1
813,-0.7731060668321982,3
25,0.3089200244345229,2
670,-0.5136803659445911,2
148,0.449113814733749,4
660,-0.5979016043704057,1
671,-0.7390701088794002,5
727,-0.578222156070567,2
120,0.5087070807288162,2
111,0.7084493649319653,4
705,-0.3947178469354775,1
364,0.6531954145414711,1
541,-0.28547010545920937,1
73,0.344691088705088,2
28,0.610167949168454,0
783,-0.4109477326759759,2
757,-0.40104053944558876,2
478,-0.33671150801976846,1
373,0.59300423969515,4
12,0.8775367624073493,3
578,-0.419388906552235,4
522,-0.27044321595814996,2
718,-0.4132407114739269,0
246,0.3679497077429504,4
605,-0.264680995242719,2
341,0.42781811343552467,5
282,0.6182652908131197,2
690,-0.4289114206980305,1
247,0.47181594034615426,5
333,0.027801620715108062,2
793,-0.33730771138017746,0
412,0.44351804038935255,0
556,-0.17272890351436382,1
796,-0.6367440013172132,1
549,-0.27082470507133183,3
274,0.5989060379530592,2
123,0.39780017004942325,0
295,0.5657710601699683,5
109,0.440726999526585,5
11,0.44094471680734015,3
362,0.33108115407890193,5
704,-0.3110963714159261,5
747,-0.3458632234993451,5
778,-0.34671708004666857,4
491,-0.23017002565739317,3
364,0.30576786797507344,2
17,0.4631862423356796,2
296,0.4307127146733039,0
4,0.5010177026409997,1
76,0.6730311689543299,0
254,0.4925635463170667,5
348,0.33124745137312084,2
483,-0.4532513885113027,0
402,0.661260023293494,5
824,-0.466684843114648,5
72,0.4577040772185538,3
479,-0.42706971126515975,2
100,0.5880064129679333,2
286,0.28267506212421045,2
730,-0.3986990711306635,2
132,0.326092826687389,5
806,-0.5385640353317175,1
121,0.3669079368871879,0
782,-0.3936361715074167,2
568,-0.3128043603424513,2
423,-0.3236364048206775,5
176,0.6060715150889595,3
8,0.4776201785170009,1
287,0.5438633434119482,5
821,-0.43200799282663577,3
570,-0.4370919527194113,2
732,-0.5979481918147453,4
755,-0.0038577453229123294,1
428,-0.6476690953280803,5
342,0.4697620137717785,4
479,-0.4943709341210021,0
688,-0.42807434197768296,2
211,0.5487946592024979,2
421,-0.5733366303451263,1
794,-0.3580704411661497,3
177,0.2041150722565108,4
629,-0.18833277108256644,1
736,-0.6650849473322687,0
122,0.5474017529088989,0
563,-0.23543915396361498,3
306,0.4153193953973241,4
397,0.6197006393371118,2
222,0.5677980626445909,3
439,-0.3757502825477907,5
761,-0.4702095903354102,3
347,0.3162070639663917,4
83,0.5598142203591956,4
311,0.543815582193541,1
334,0.39017345514599083,3
640,-0.6757365930976361,5
568,-0.7415822411133373,0
213,0.30839495560462626,3
447,-0.5712054238417572,5
338,0.681311897586025,0
644,-0.6552316900857347,3
739,-0.6403446174270925,1
685,-0.09887669798749173,5
279,0.4842256930697691,5
441,-0.38267228119677643,4
639,-0.5892706595875615,4
372,0.412088273993248,0
8,0.2454238973215856,0
53,0.5489316275227585,3
442,-0.43126818092629426,3
801,-0.20049371594826518,5
80,0.8492984098409345,4
593,-0.3071413426572793,5
162,0.419388906552235,4
384,0.6826774947906475,2
751,-0.2866695229828721,4
54,0.38530031787898444,5
683,-0.5539550804604572,1
781,-0.3813277341029505,5
231,0.4317858027330212,5
349,0.5597091549382321,1
241,0.24750828209897466,2
156,0.738887286390158,3
149,0.7309237279760147,2
652,-0.3502588275402045,3
152,0.3128043603424513,2
760,-0.20058813327187244,5
769,-0.4656516299537789,3
784,-0.6150885327277175,4
679,-0.18743327900871717,5
285,0.3699592450946417,1
384,0.8283617398212596,3
743,-0.9336127004080643,2
309,0.43509448137755674,3
565,-0.47825705530514834,3
806,-0.4746798333166006,2
748,-0.9425395712597878,4
414,0.2871578530735811,5
431,-0.5488473996339117,2
438,-0.48060747892807176,0
790,-0.47651334881425483,3
519,-0.5199166964122632,2
107,0.43182643098689305,3
200,0.39772543561000673,1
445,-0.779340940117453,3
164,0.603478946027511,3
543,-0.7056970975793484,5
91,0.43365022933867203,2
764,-0.5486382314942109,3
728,-0.4875858114097765,1
399,0.44143854620744066,4
720,-0.31937360051855834,1
761,-0.2253288182120719,0
206,0.37340890208984995,3
612,-0.1819138587032596,2
616,-0.3141975622929951,5
253,0.4926084321573582,1
705,-0.31623061856294854,3
23,0.49785227807944465,3
756,-0.4573052799497181,0
719,-0.48989596419524367,5
565,-0.6905412025088624,0
102,0.6207982468020423,2
404,0.25014262190870207,0
687,-0.27633618757381456,4
669,-0.5503634911480254,3
116,0.4331896930365433,2
414,0.5469817048086224,2
530,-0.6069957021218767,0
426,-0.37414179822886084,3
175,0.3396606751164205,4
303,0.301651690414019,0
755,-0.3245611339647357,0
407,0.7289035676019676,4
7,0.5743835807104405,0
388,0.4036297646317508,5
380,0.29455504248291947,2
133,0.25983130171757746,0
366,0.3936361715074167,2
188,0.1826547133516147,2
610,-0.45380067162204485,2
246,0.3540763316758862,1
460,-0.4606706493362911,3
44,0.3455304931165215,0
650,-0.5443912759145303,3
449,-0.569723165528419,3
399,0.6594031131898874,3
387,0.4120280940784221,4
543,-0.42393970000203424,4
33,0.5262142844903881,0
658,-0.5145076926554457,3
665,-0.5120879781220535,3
127,0.5872474815358266,1
543,-0.2782877494731769,2
597,-0.3531098943213091,2
205,0.5232842470870215,2
177,0.5381753442958495,0
692,-0.35988484037331164,4
416,-0.4411198054884835,0
612,-0.16421469560052185,0
153,0.6256357722138013,5
266,0.6173672645416259,5
714,-0.9084967976865671,3
672,-0.5233252121066411,3
625,-0.09330683111354938,1
311,0.8126653342485699,3
136,0.5845153700717293,2
22,0.5187335080964844,5
487,-0.4644927826020246,5
345,0.6665542463172878,1
205,0.695572018438009,0
620,-0.5905753055037319,0
444,-0.8911015157156305,4
4,0.31652957144373817,2
800,-0.6826774947906475,2
669,-0.6393633273628676,0
693,-0.43294325917208837,2
218,0.7302495397617247,1
793,-0.3888650272799517,5
728,-0.35854342084939106,5
830,-0.592924460076717,4
552,-0.3995695908276258,1
710,-0.42171142809150164,0
537,-0.3669079368871879,0
367,0.425838659007516,5
132,0.7535749258119969,1
621,-0.695572018438009,0
738,-0.48150037554580466,3
616,-0.3277870057533734,4
574,-0.40035189053908377,2
563,-0.46857181366847217,5
667,-0.08482905543977266,0
615,-0.4051260553575945,0
48,0.454450852351915,2
424,-0.5535205532566022,5
670,-0.36999876198298287,3
505,-0.2102597936524867,2
20,0.510152329610654,0
769,-0.48617902648190037,5
790,-0.28754174133459115,2
418,-0.49383846406093285,2
727,-0.686944284961397,5
298,0.6165555693367863,4
439,-0.24951179526201925,2
480,-0.6476499260038275,4
188,0.19911039941145633,1
310,0.7568918553621261,5
71,0.4644927826020246,5
442,-0.36446733151076993,2
173,0.6461696886422288,3
563,-0.520236554443074,0
796,-0.5759284395824756,4
63,0.41733525521832515,4
359,0.7035991529822762,0
275,0.35156722979501676,2
162,0.607466260550344,0
404,0.7016079379321701,3
482,-0.55382363935196,0
392,0.6735964288919621,4
703,-0.29443456464189044,0
179,0.7079720678898791,1
816,-0.6609468690728804,4
315,0.393655571881153,3
673,-0.6366607524848692,5
664,-0.20134016144991837,3
742,-0.3345661690981648,4
587,-0.8727137377542001,3
182,0.49679547225434784,5
386,0.47815175718159375,2
627,-0.6266270546150103,1
478,-0.3283939614574284,3
109,0.5878114556469638,2
88,0.7137650010522659,0
97,0.4885508971584101,3
231,0.426989109427082,1
136,0.5089529090973007,0
581,-0.5415173854172664,4
581,-0.3682939041776473,5
248,0.4652006419514343,2
820,-0.7016079379321701,3
492,-0.6730311689543299,0
639,-0.5179134812697371,3
477,-0.4242431427732936,3
140,1.0,0
722,-0.7271246172712449,5
365,0.6552894152737534,4
657,-0.41994426297475235,1
636,-0.2724784997256292,5
358,0.4285940589764061,2
440,-0.5205182399560393,3
248,0.38753170041003365,5
826,-0.36748778491998474,0
533,-0.15335524782825044,3
447,-0.3424920299530768,1
88,0.3883037997192316,5
315,0.689685546674381,0
217,0.3790185538844472,5
258,0.605864786746929,0
163,0.4268839694610692,4
450,-0.5213376039173866,5
306,0.7271246172712449,5
807,-0.7551870297838397,0
32,0.4367464484972677,5
239,0.49590818996796837,4
94,0.6787420321516608,1
812,-0.7367542100190558,0
283,0.7019114777149016,0
298,0.7873351560964599,5
763,-0.6180426177713438,1
651,-0.7807236837578764,4
60,0.6383100622515022,1
293,0.3832252670467209,2
456,-0.26752859848379923,1
536,-0.5960504651605194,5
808,-0.46613363707548255,0
780,-0.6531954145414711,1
801,-0.5389543719020582,2
618,-0.49565769332060866,4
739,-0.3999019128487934,5
363,0.5430522392291681,4
106,0.27044321595814996,2
322,0.29596473957046165,4
324,0.2923247023268174,2
73,0.5921093908323404,1
574,-0.24570796113959031,0
549,-0.5918192349858219,1
826,-0.2881355253525075,1
487,-0.4159149926331915,2
100,0.5191663533246496,0
770,-0.31466140785550406,5
468,-0.21735651744187928,0
159,0.2890773547014894,2
458,-0.25331032035665485,0
381,0.6443000447292683,4
137,0.6634068519957682,3
448,-0.6571899816230182,4
404,0.6774656093410364,2
787,-0.3640480242734142,4
499,-0.42668601300158965,5
618,-0.27619315323716126,2
797,-0.7878182594418006,1
95,0.4764024820464869,2
689,-0.7160820680744054,1
503,-0.5032208097634687,5
325,0.32010563705600303,5
115,0.7952913030433653,4
63,0.4813065628668126,1
820,-0.25014262190870207,0
317,0.46143468322663295,4
618,-0.47536815309152547,0
198,0.47899644471491776,2
805,-0.44774849664021277,0
57,0.41793181625898873,1
344,0.3806669326746379,4
283,0.6439013999328409,4
26,0.46954239867939823,0
356,0.2621636615429984,5
139,0.5930314524594942,5
637,-0.3466719968518772,0
426,-0.5531365823710082,5
279,0.25700169285163205,2
535,-0.3000732161154196,4
303,0.2881870275350159,4
133,0.16148167500237284,5
637,-0.8580026564100517,4
575,-0.37033488039264206,1
269,0.0,1
792,-0.7475259718565826,4
73,0.7373985753337132,4
401,0.796779253729169,2
700,-0.4543867099156827,0
341,0.7863138242106783,0
225,0.6579051676274109,0
40,0.7505711357134719,5
174,0.685638388536234,1
612,-0.6281024369625171,5
469,-0.5489316275227585,3
588,-0.45104323509864624,2
343,0.5055765513889803,5
12,0.5943137836140173,1
244,0.46872838826699614,3
195,0.3608366617937783,2
770,-0.5860286048305486,2
176,0.31136176436996216,4
540,-0.49592623135271513,2
19,0.31904985598210345,5
174,0.4256398953388465,3
652,-0.6565425397009963,1
526,-0.6208916101833653,2
117,0.6722589664887656,5
277,0.7344728060420568,0
699,-0.7019114777149016,0
114,0.37690168158162113,4
518,-0.5631657047280145,4
488,-0.3714614970438328,2
601,-0.36462276803032345,3
385,0.47108818864894003,3
103,0.6552207174912812,3
338,0.5907534478649058,5
291,0.5631237888871211,3
737,-0.4412307967409191,0
777,-0.5157400468106225,5
475,-0.6691029040536546,4
205,0.5107797834149531,5
502,-0.5967711628510912,4
251,0.36226981141740827,3
532,-0.26680930020788085,1
305,0.458722101421163,0
43,0.4861628675290014,5
510,-0.6787420321516608,1
491,-0.4971889484944577,2
435,-0.31904985598210345,5
118,0.7473630754301515,4
238,0.5550036866301702,3
521,-0.33525981183953635,0
755,-0.37819169311665496,4
130,0.3714479664035582,5
550,-0.4549258968047905,4
669,-0.35329132012807607,4
403,0.3766456030016204,4
5,0.7630794067641711,0
539,-0.5332709784910253,1
394,0.6927620936892706,4
792,-0.6467944315021379,0
756,-0.2928934890756433,5
711,-0.5195828631972391,2
666,-0.3361240230311578,3
118,0.4680865905355616,1
806,-0.4925771814147594,5
803,-0.37589361211674094,3
127,0.7356101192636725,3
655,-0.4852520794372083,3
288,0.5500011524902347,4
176,0.34272307572185007,5
431,-0.42405426036971955,3
59,0.6612246545841282,0
78,0.5738277739773042,4
576,-0.4933686620252532,2
593,-0.29076184008695993,3
669,-0.6861119658394533,5
587,-0.5634681078673899,4
818,-0.3195769034544852,1
578,-0.607466260550344,0
343,0.7037936922460073,4
291,0.5011412562936822,0
216,0.3763939648274445,3
640,-0.5290493707304039,4
691,-0.3731660384493149,1
300,0.40036505533886646,4
460,-0.42114456863814503,4
675,-0.5970051690613428,1
723,-0.4782389881453785,0
543,-0.7356101192636725,3
5,0.4933847421978929,2
232,0.48609285019144116,0
628,-0.5729879282915034,0
97,0.30821566150226604,0
606,-0.47141776734740887,2
462,-0.48862870180822554,3
505,-0.45945528693547627,4
193,0.22823875318758344,5
788,-0.31417750316581977,4
79,0.33956486871689234,3
120,0.5173072223486956,0
535,-0.583605375032294,3
710,-0.7363582317132206,3
519,-0.31508132197893274,0
27,0.6329370404257572,4
673,-0.45009655228364437,2
431,-0.20593566967168167,5
255,0.23579697337739314,1
641,-0.6477812276955801,4
263,0.7446966630145688,3
141,0.3574228321939243,1
111,0.2838247718907924,3
246,0.39179166512645697,2
458,-1.0,3
465,-0.51338021424016,2
570,-0.030370317884113436,5
485,-0.20622167458797763,3
180,0.32093732954458737,2
399,0.47413372024328926,2
574,-0.32941347485253086,3
650,-0.7418790383046295,4
111,0.7053588551691589,1
559,-0.5388474971979627,5
415,0.5061047179943968,5
545,-0.494817582039897,4
737,-0.6274220175294241,4
722,-0.5995836860244359,0
525,-0.5878114556469638,2
683,-0.14085710208860416,3
670,-0.6802776432674619,0
725,-0.7853311839794233,5
680,-0.6459220386881692,2
245,0.6560774532387461,1
764,-0.4406568758274664,0
401,0.9351168792137815,0
362,0.2730979233882204,2
741,-0.6761024899353348,1
249,0.1952119593607105,0
443,-0.22783946272940797,0
639,-0.6521039399926218,2
336,0.5606967247368576,4
365,0.3813277341029505,5
308,0.4627586007939642,0
410,0.6579134049619292,4
110,0.4241077924825511,5
779,-0.2920618451316745,5
436,-0.510152329610654,0
693,-0.30779780683628327,5
69,0.4420436252658498,2
820,-0.41472487549188297,1
478,-0.5646291903050579,4
471,-0.7168976356331576,3
670,-0.2885557054893817,4
251,0.29883388653429094,5
622,-0.09094731976746881,0
812,-0.3753581284175173,1
457,-0.5730267989265831,5
549,-0.5347103934932128,4
531,-0.39661156119627156,3
668,-0.3880836141828855,2
822,-0.7931626368103626,5
258,0.32918741006917485,5
783,-0.36098638324053517,3
554,-0.8085954194166162,3
135,0.3338124410454575,1
432,-0.5919503105009178,1
186,0.3972442771683268,2
97,0.5418662366811492,4
618,-0.18677791101026409,5
38,0.8482642190832985,4
428,-0.6272503222544011,0
759,-0.5055765513889803,5
376,0.6467944315021379,0
438,-0.3763576250749189,1
388,0.7945015097569055,3
382,0.7132668246654046,0
545,-0.19327288210474083,1
151,0.573007720266766,0
717,-0.5249578965204377,4
41,0.5730267989265831,5
333,0.4583220076270451,5
352,0.463614951404037,2
32,0.6443728617543356,1
764,-0.33124745137312084,2
801,-0.47108818864894003,3
574,-0.7530733771033842,4
665,-0.5295078310946109,4
810,-0.3616096170089307,2
282,0.6987812405113438,4
255,0.289317080947898,2
731,-0.45217037085653283,1
376,0.3071408975079784,2
747,-0.42330859827021744,2
759,-0.7037936922460073,4
590,-0.4256398953388465,3
175,0.5446668929450708,1
180,0.5590036343190318,1
146,0.5174627135898453,2
733,-0.41707697936814253,0
316,0.17228587401795797,0
669,-0.27848532049337543,2
497,-0.7144525523612267,3
203,0.6265816891495063,3
269,0.09887669798749173,5
351,0.5431882772481107,2
48,0.1801797475785235,4
619,-0.41746134842939314,5
500,-0.18607577122889382,2
59,0.42637702744711053,1
604,-0.19911039941145633,1
147,0.23543915396361498,3
513,-0.773464142548038,5
344,0.35969047945933835,2
145,0.441293256867069,4
254,0.36999876198298287,3
479,-0.689911196196678,3
6,0.26356506397029617,4
52,0.06807306581219141,1
711,-0.641026408810626,0
615,-0.26943096151997353,2
124,0.4703795752133893,0
821,-0.49524180751560615,1
295,0.641026408810626,0
146,0.649672050449527,5
165,0.5404145188698506,0
143,0.6283336756455253,4
666,-0.44640899241695775,2
601,-0.4174057065610121,4
621,-0.5797571667893924,4
308,0.36268993843052394,2
459,-0.354388725789305,1
719,-0.426794692525864,2
293,0.10099303037673797,4
184,0.4014937278740223,2
374,0.7973619657626713,0
144,0.4782481611654021,0
623,-0.4256957799854842,1
237,0.16548007498823689,3
814,-0.5590791320876612,0
765,-0.6631595169543756,0
299,0.6387034706692066,0
603,-0.48909065095789533,5
432,-0.6421045906218203,4
413,0.7512488791342135,3
414,0.6178885985702227,3
766,-0.352743413104328,1
254,0.2122503684645543,1
243,0.7331824395983721,4
550,-0.7382310102347045,3
200,0.3277870057533734,4
11,0.4357298015258205,0
517,-0.537081474916504,3
741,-0.5406590597272356,2
396,0.3753581284175173,1
516,-0.5097974238966723,5
798,-0.5213571249755042,4
592,-0.31136176436996216,4
815,-0.6750176725786521,0
408,0.5187961338888493,1
792,-0.36718250058475793,3
777,-0.7780634622790787,3
63,0.42143656207733554,5
185,0.48577635924498036,5
405,0.6929132508990217,0
522,-0.6520944758490882,5
512,-0.4209234319753925,4
330,0.18451401505431686,1
78,0.22078569456588604,0
30,0.5790220594411352,4
138,0.4048326075052571,2
59,0.20363853018308464,3
468,-0.4269995099468409,4
192,0.5063474538672426,5
812,-0.3550230858191599,5
473,-0.41793181625898873,1
126,0.42273134415408686,0
148,0.370325349591656,1
274,0.31058076777577615,4
757,-0.42781811343552467,5
646,-0.44306368182479294,2
367,0.36098638324053517,3
555,-0.34253778757232894,1
150,0.29620685907715927,1
395,0.6847406829484337,3
2,0.4137015647019288,3
10,0.38915703779895017,1
557,-0.5591145671373954,2
348,0.4406568758274664,0
353,0.4656516299537789,3
634,-0.5025434170929514,2
485,-0.672123194635411,5
660,-0.5173208864881019,2
167,0.3579043914707769,2
221,0.8580026564100517,4
481,-0.2654515803404121,5
723,-0.35053852717685147,2
247,0.536832865140157,3
580,-0.42270080426690754,2
384,0.633095353705259,1
566,-0.2799340161392777,3
226,0.28449189471931385,4
675,-0.5544891688725286,3
661,-0.4637059664667879,2
569,-0.5683693016624533,0
139,0.7658642407245256,4
385,0.5908791346478569,4
660,-0.4007468256298626,4
572,-0.46671303219062704,1
597,-0.6991192873682976,0
23,0.3757502825477907,5
112,0.4702442154333696,0
208,0.6244956805491899,5
273,0.4043199687514476,2
688,-0.0672135925419027,1
271,0.9148125071850549,1
510,-0.5666045334673686,3
87,0.4182103003144103,2
319,0.69932145168595,5
9,0.39336491249700634,1
149,0.4805041918051177,4
717,-0.5798349617231127,3
770,-0.5074338167110367,3
290,0.7464856176853917,3
30,0.6534230430551037,3
280,0.31528483572190213,2
179,0.5341641281318147,2
559,-0.5563459049628977,0
407,0.2563215851744833,1
509,-0.5445747623228533,4
756,-0.5236377829153271,2
246,0.4939882908908833,5
115,0.44904198212285606,0
0,0.4471208354059147,2
255,0.4434039788872816,4
119,0.6664729934868027,1
652,-0.34154945345232646,4
61,0.8510620782252106,1
721,-0.623191827761611,1
321,0.6464305104735457,3
359,0.5845593527338377,2
813,-0.5231168761122875,1
410,0.15954774018206674,5
546,-0.3714479664035582,5
94,0.6022281282323305,5
269,0.6659268600294633,0
238,0.6270486538260438,5
332,0.44722711818294697,2
21,0.4697750642621336,2
583,-0.2542530124648278,3
415,0.3254826779576148,0
818,-0.44647345354069884,4
698,-0.3059477024020645,5
747,-0.4344425939469087,4
26,0.36446733151076993,2
716,-0.5507794747033415,1
818,-0.7592730966345315,3
547,-0.32502721174567933,0
367,0.587727375460353,4
144,0.8954667421674113,1
198,0.4697740915428396,4
106,0.3951201512108693,4
529,-0.7561920365082667,4
524,-0.45251583342037477,1
612,-0.3844109175444367,3
173,0.1813580752729609,2
786,-0.6056650538877919,3
653,-0.26795001456626616,5
346,0.6175565404059399,3
321,0.6274220175294241,4
531,-0.3693080249350787,2
666,-0.6619609405347575,4
780,-0.7763167545126467,4
9,0.5343659250851786,3
584,-0.5244576567749867,1
639,-0.6039350905811156,1
182,0.6274147294332563,1
358,0.45051622083205994,3
751,-0.5172968712977206,1
809,-0.7077492407844692,4
638,-0.5346074018525284,1
803,-0.5044511959613812,5
519,-0.1727664394549943,1
577,-0.45507859198842754,3
572,-0.32277841524167933,2
58,0.5922704135095924,4
118,0.4507863274597466,3
72,0.19639349751303684,0
171,0.29784754465894764,5
315,0.4499253858264544,4
780,-0.5495170936191026,3
323,0.31084361621195733,0
473,-0.413647374538135,5
560,-0.4534894580552883,2
683,-0.6934297193533702,4
525,-0.6768472426492356,0
147,0.2516069270365534,1
527,-0.7374070250159573,2
514,-0.5401598984749354,1
77,0.5620636422751343,1
606,-0.7167623044653304,3
310,0.22691524196315105,2
458,-0.46270700451258606,2
389,0.6644610813243956,1
704,-0.5270920663521009,2
244,0.5728981214943069,5
247,0.5006870073590968,1
757,-0.7863138242106783,0
655,-0.630975851773132,2
276,0.7737586705104771,3
772,-0.36185980787564587,3
702,-0.3330890393928452,4
295,0.5746746760140097,3
621,-0.5107797834149531,5
696,-0.38759628992792955,4
